State Weekly Claims for Unemplyment Insurance Data Not Seasonally Adjusted,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,,,
Texas,5/2/2020,"243,935",4/25/2020,"1,133,324","12,304,547",9.21,,,
Texas,5/9/2020,"141,553",5/2/2020,"1,181,609","12,304,547",9.6,,,
Texas,5/16/2020,"134,065",5/9/2020,"1,300,576","12,304,547",10.57,,,
Texas,5/23/2020,"127,717",5/16/2020,"1,272,557","12,304,547",10.34,,,
Texas,5/30/2020,"106,677",5/23/2020,"1,401,773","12,304,547",11.39,,,
Texas,6/6/2020,"89,676",5/30/2020,"1,215,507","12,304,547",9.88,,,
Texas,6/13/2020,"94,723",6/6/2020,"1,297,296","12,304,547",10.54,,,
Texas,6/20/2020,"89,547",6/13/2020,"1,221,813","12,304,547",9.93,,,
Texas,6/27/2020,"96,593",6/20/2020,"1,301,714","12,304,547",10.58,,,
Texas,7/4/2020,"117,099",6/27/2020,"1,237,931","12,304,547",10.06,,,
Texas,7/11/2020,"105,516",7/4/2020,"1,313,086","12,372,188",10.61,,,
Texas,7/18/2020,"87,908",7/11/2020,"1,247,269","12,372,188",10.08,,,
Texas,7/25/2020,"76,804",7/18/2020,"1,338,900","12,372,188",10.82,,,
Texas,8/1/2020,"62,709",7/25/2020,"1,228,250","12,372,188",9.93,,,
Texas,8/8/2020,"52,304",8/1/2020,"1,221,540","12,372,188",9.87,,,
Texas,8/15/2020,"61,400",8/8/2020,"1,101,708","12,372,188",8.9,,,
Texas,8/22/2020,"52,152",8/15/2020,"1,091,961","12,372,188",8.83,,,
Texas,8/29/2020,"56,673",8/22/2020,"1,017,360","12,372,188",8.22,,,
Texas,9/5/2020,"65,291",8/29/2020,"1,043,117","12,372,188",8.43,,,
Texas,9/12/2020,"49,386",9/5/2020,"976,588","12,372,188",7.89,,,
Texas,9/19/2020,"48,426",9/12/2020,"953,168","12,372,188",7.7,,,
Texas,9/26/2020,"41,351",9/19/2020,"902,269","12,372,188",7.29,,,
Texas,10/3/2020,"42,338",9/26/2020,"803,025","12,372,188",6.49,,,
Texas,10/10/2020,"44,692",10/3/2020,"718,231","12,428,366",5.78,,,
Texas,10/17/2020,"45,308",10/10/2020,"682,194","12,428,366",5.49,,,
Texas,10/24/2020,"35,195",10/17/2020,"607,655","12,428,366",4.89,,,
Texas,10/31/2020,"37,601",10/24/2020,"558,341","12,428,366",4.49,,,
Texas,11/7/2020,"33,667",10/31/2020,"528,651","12,428,366",4.25,,,
Texas,11/14/2020,"38,883",11/7/2020,"497,520","12,428,366",4,,,
Texas,11/21/2020,"38,915",11/14/2020,"460,857","12,428,366",3.71,,,
Texas,11/28/2020,"24,792",11/21/2020,"354,191","12,428,366",2.85,,,
Texas,12/5/2020,"47,521",11/28/2020,"374,452","12,428,366",3.01,,,
Texas,12/12/2020,"38,645",12/5/2020,"388,906","12,428,366",3.13,,,
Texas,12/19/2020,"34,979",12/12/2020,"431,599","12,428,366",3.47,,,
Texas,12/26/2020,"31,448",12/19/2020,"367,766","12,428,366",2.96,,,
Utah,1/5/2019,"1,679",12/29/2018,"11,336","1,440,218",0.79,,,
Utah,1/12/2019,"1,810",1/5/2019,"11,985","1,418,868",0.84,,,
Utah,1/19/2019,"1,484",1/12/2019,"12,262","1,418,868",0.86,,,
Utah,1/26/2019,"1,229",1/19/2019,"12,501","1,418,868",0.88,,,
Utah,2/2/2019,"1,164",1/26/2019,"12,346","1,418,868",0.87,,,
Utah,2/9/2019,"1,179",2/2/2019,"12,150","1,418,868",0.86,,,
Utah,2/16/2019,"1,134",2/9/2019,"12,068","1,418,868",0.85,,,
Utah,2/23/2019,"1,018",2/16/2019,"11,869","1,418,868",0.84,,,
Utah,3/2/2019,946,2/23/2019,"11,540","1,418,868",0.81,,,
Utah,3/9/2019,980,3/2/2019,"11,152","1,418,868",0.79,,,
Utah,3/16/2019,914,3/9/2019,"10,758","1,418,868",0.76,,,
Utah,3/23/2019,873,3/16/2019,"10,130","1,418,868",0.71,,,
Utah,3/30/2019,855,3/23/2019,"9,653","1,418,868",0.68,,,
Utah,4/6/2019,"1,026",3/30/2019,"9,000","1,418,868",0.63,,,
Utah,4/13/2019,"1,364",4/6/2019,"8,001","1,431,642",0.56,,,
Utah,4/20/2019,"1,103",4/13/2019,"8,146","1,431,642",0.57,,,
Utah,4/27/2019,"1,006",4/20/2019,"7,785","1,431,642",0.54,,,
Utah,5/4/2019,927,4/27/2019,"7,362","1,431,642",0.51,,,
Utah,5/11/2019,923,5/4/2019,"7,084","1,431,642",0.49,,,
Utah,5/18/2019,898,5/11/2019,"6,906","1,431,642",0.48,,,
Utah,5/25/2019,"1,053",5/18/2019,"6,854","1,431,642",0.48,,,
Utah,6/1/2019,918,5/25/2019,"6,778","1,431,642",0.47,,,
Utah,6/8/2019,993,6/1/2019,"6,723","1,431,642",0.47,,,
Utah,6/15/2019,885,6/8/2019,"6,653","1,431,642",0.46,,,
Utah,6/22/2019,918,6/15/2019,"6,832","1,431,642",0.48,,,
Utah,6/29/2019,957,6/22/2019,"6,676","1,431,642",0.47,,,
Utah,7/6/2019,861,6/29/2019,"6,550","1,431,642",0.46,,,
Utah,7/13/2019,949,7/6/2019,"6,712","1,443,356",0.47,,,
Utah,7/20/2019,834,7/13/2019,"6,566","1,443,356",0.45,,,
Utah,7/27/2019,758,7/20/2019,"6,649","1,443,356",0.46,,,
Utah,8/3/2019,842,7/27/2019,"6,502","1,443,356",0.45,,,
Utah,8/10/2019,882,8/3/2019,"6,489","1,443,356",0.45,,,
Utah,8/17/2019,826,8/10/2019,"6,360","1,443,356",0.44,,,
Utah,8/24/2019,850,8/17/2019,"6,282","1,443,356",0.44,,,
Utah,8/31/2019,821,8/24/2019,"5,965","1,443,356",0.41,,,
Utah,9/7/2019,822,8/31/2019,"5,897","1,443,356",0.41,,,
Utah,9/14/2019,892,9/7/2019,"5,754","1,443,356",0.4,,,
Utah,9/21/2019,856,9/14/2019,"5,868","1,443,356",0.41,,,
Utah,9/28/2019,927,9/21/2019,"5,913","1,443,356",0.41,,,
Utah,10/5/2019,"1,022",9/28/2019,"5,814","1,443,356",0.4,,,
Utah,10/12/2019,984,10/5/2019,"5,779","1,454,279",0.4,,,
Utah,10/19/2019,913,10/12/2019,"5,842","1,454,279",0.4,,,
Utah,10/26/2019,"1,045",10/19/2019,"5,985","1,454,279",0.41,,,
Utah,11/2/2019,"1,167",10/26/2019,"6,184","1,454,279",0.43,,,
Utah,11/9/2019,"1,449",11/2/2019,"6,449","1,454,279",0.44,,,
Utah,11/16/2019,"1,298",11/9/2019,"6,864","1,454,279",0.47,,,
Utah,11/23/2019,"1,402",11/16/2019,"7,360","1,454,279",0.51,,,
Utah,11/30/2019,"1,755",11/23/2019,"7,783","1,454,279",0.54,,,
Utah,12/7/2019,"2,196",11/30/2019,"8,628","1,454,279",0.59,,,
Utah,12/14/2019,"1,706",12/7/2019,"9,750","1,454,279",0.67,,,
Utah,12/21/2019,"1,623",12/14/2019,"9,881","1,454,279",0.68,,,
Utah,12/28/2019,"1,284",12/21/2019,"10,416","1,454,279",0.72,,,
Utah,1/4/2020,"1,518",12/28/2019,"11,328","1,454,279",0.78,,,
Utah,1/11/2020,"1,834",1/4/2020,"11,787","1,459,679",0.81,,,
Utah,1/18/2020,"1,458",1/11/2020,"12,061","1,459,679",0.83,,,
Utah,1/25/2020,"1,271",1/18/2020,"12,061","1,459,679",0.83,,,
Utah,2/1/2020,"1,290",1/25/2020,"11,872","1,459,679",0.81,,,
Utah,2/8/2020,"1,303",2/1/2020,"12,187","1,459,679",0.83,,,
Utah,2/15/2020,"1,097",2/8/2020,"12,131","1,459,679",0.83,,,
Utah,2/22/2020,"1,008",2/15/2020,"11,960","1,459,679",0.82,,,
Utah,2/29/2020,885,2/22/2020,"11,451","1,459,679",0.78,,,
Utah,3/7/2020,"1,015",2/29/2020,"11,077","1,459,679",0.76,,,
Utah,3/14/2020,"1,305",3/7/2020,"10,701","1,459,679",0.73,,,
Utah,3/21/2020,"19,690",3/14/2020,"10,826","1,459,679",0.74,,,
Utah,3/28/2020,"28,532",3/21/2020,"24,635","1,459,679",1.69,,,
Utah,4/4/2020,"33,040",3/28/2020,"45,161","1,459,679",3.09,,,
Utah,4/11/2020,"24,515",4/4/2020,"72,798","1,474,336",4.94,,,
Utah,4/18/2020,"19,649",4/11/2020,"88,281","1,474,336",5.99,,,
Utah,4/25/2020,"11,738",4/18/2020,"89,495","1,474,336",6.07,,,
Utah,5/2/2020,"8,992",4/25/2020,"92,872","1,474,336",6.3,,,
Utah,5/9/2020,"7,076",5/2/2020,"91,591","1,474,336",6.21,,,
Utah,5/16/2020,"6,228",5/9/2020,"86,298","1,474,336",5.85,,,
Utah,5/23/2020,"5,405",5/16/2020,"82,054","1,474,336",5.57,,,
Utah,5/30/2020,"4,948",5/23/2020,"79,316","1,474,336",5.38,,,
Utah,6/6/2020,"5,382",5/30/2020,"78,145","1,474,336",5.3,,,
Utah,6/13/2020,"4,803",6/6/2020,"75,383","1,474,336",5.11,,,
Utah,6/20/2020,"4,915",6/13/2020,"73,619","1,474,336",4.99,,,
Utah,6/27/2020,"4,965",6/20/2020,"72,216","1,474,336",4.9,,,
Utah,7/4/2020,"4,802",6/27/2020,"70,639","1,474,336",4.79,,,
Utah,7/11/2020,"4,792",7/4/2020,"69,999","1,483,888",4.72,,,
Utah,7/18/2020,"4,483",7/11/2020,"68,097","1,483,888",4.59,,,
Utah,7/25/2020,"3,709",7/18/2020,"66,351","1,483,888",4.47,,,
Utah,8/1/2020,"3,098",7/25/2020,"64,015","1,483,888",4.31,,,
Utah,8/8/2020,"2,881",8/1/2020,"57,868","1,483,888",3.9,,,
Utah,8/15/2020,"2,983",8/8/2020,"51,910","1,483,888",3.5,,,
Utah,8/22/2020,"2,980",8/15/2020,"46,806","1,483,888",3.15,,,
Utah,8/29/2020,"2,587",8/22/2020,"40,081","1,483,888",2.7,,,
Utah,9/5/2020,"2,593",8/29/2020,"34,778","1,483,888",2.34,,,
Utah,9/12/2020,"2,283",9/5/2020,"30,858","1,483,888",2.08,,,
Utah,9/19/2020,"2,545",9/12/2020,"28,362","1,483,888",1.91,,,
Utah,9/26/2020,"2,460",9/19/2020,"25,803","1,483,888",1.74,,,
Utah,10/3/2020,"2,575",9/26/2020,"23,562","1,483,888",1.59,,,
Utah,10/10/2020,"2,726",10/3/2020,"21,265","1,486,205",1.43,,,
Utah,10/17/2020,"2,490",10/10/2020,"19,081","1,486,205",1.28,,,
Utah,10/24/2020,"2,371",10/17/2020,"17,474","1,486,205",1.18,,,
Utah,10/31/2020,"2,360",10/24/2020,"16,327","1,486,205",1.1,,,
Utah,11/7/2020,"2,600",10/31/2020,"15,242","1,486,205",1.03,,,
Utah,11/14/2020,"3,111",11/7/2020,"14,612","1,486,205",0.98,,,
Utah,11/21/2020,"3,046",11/14/2020,"14,690","1,486,205",0.99,,,
Utah,11/28/2020,"2,385",11/21/2020,"14,246","1,486,205",0.96,,,
Utah,12/5/2020,"3,305",11/28/2020,"14,501","1,486,205",0.98,,,
Utah,12/12/2020,"3,080",12/5/2020,"14,442","1,486,205",0.97,,,
Utah,12/19/2020,"3,014",12/12/2020,"14,582","1,486,205",0.98,,,
Utah,12/26/2020,"2,729",12/19/2020,"14,603","1,486,205",0.98,,,
Vermont,1/5/2019,699,12/29/2018,"5,755","302,514",1.9,,,
Vermont,1/12/2019,674,1/5/2019,"5,718","302,240",1.89,,,
Vermont,1/19/2019,576,1/12/2019,"5,485","302,240",1.81,,,
Vermont,1/26/2019,528,1/19/2019,"5,307","302,240",1.76,,,
Vermont,2/2/2019,692,1/26/2019,"5,415","302,240",1.79,,,
Vermont,2/9/2019,500,2/2/2019,"5,353","302,240",1.77,,,
Vermont,2/16/2019,479,2/9/2019,"5,384","302,240",1.78,,,
Vermont,2/23/2019,656,2/16/2019,"5,183","302,240",1.71,,,
Vermont,3/2/2019,845,2/23/2019,"5,351","302,240",1.77,,,
Vermont,3/9/2019,430,3/2/2019,"5,445","302,240",1.8,,,
Vermont,3/16/2019,641,3/9/2019,"5,219","302,240",1.73,,,
Vermont,3/23/2019,499,3/16/2019,"5,147","302,240",1.7,,,
Vermont,3/30/2019,397,3/23/2019,"4,841","302,240",1.6,,,
Vermont,4/6/2019,519,3/30/2019,"4,675","302,240",1.55,,,
Vermont,4/13/2019,698,4/6/2019,"4,381","302,624",1.45,,,
Vermont,4/20/2019,944,4/13/2019,"4,399","302,624",1.45,,,
Vermont,4/27/2019,663,4/20/2019,"4,431","302,624",1.46,,,
Vermont,5/4/2019,380,4/27/2019,"3,875","302,624",1.28,,,
Vermont,5/11/2019,434,5/4/2019,"3,289","302,624",1.09,,,
Vermont,5/18/2019,528,5/11/2019,"3,179","302,624",1.05,,,
Vermont,5/25/2019,430,5/18/2019,"3,203","302,624",1.06,,,
Vermont,6/1/2019,405,5/25/2019,"3,000","302,624",0.99,,,
Vermont,6/8/2019,312,6/1/2019,"3,101","302,624",1.02,,,
Vermont,6/15/2019,335,6/8/2019,"2,789","302,624",0.92,,,
Vermont,6/22/2019,837,6/15/2019,"2,798","302,624",0.92,,,
Vermont,6/29/2019,603,6/22/2019,"3,092","302,624",1.02,,,
Vermont,7/6/2019,538,6/29/2019,"3,210","302,624",1.06,,,
Vermont,7/13/2019,384,7/6/2019,"3,484","302,699",1.15,,,
Vermont,7/20/2019,262,7/13/2019,"3,217","302,699",1.06,,,
Vermont,7/27/2019,289,7/20/2019,"3,157","302,699",1.04,,,
Vermont,8/3/2019,296,7/27/2019,"3,115","302,699",1.03,,,
Vermont,8/10/2019,289,8/3/2019,"3,081","302,699",1.02,,,
Vermont,8/17/2019,321,8/10/2019,"2,808","302,699",0.93,,,
Vermont,8/24/2019,262,8/17/2019,"2,986","302,699",0.99,,,
Vermont,8/31/2019,205,8/24/2019,"2,563","302,699",0.85,,,
Vermont,9/7/2019,271,8/31/2019,"1,930","302,699",0.64,,,
Vermont,9/14/2019,240,9/7/2019,"1,904","302,699",0.63,,,
Vermont,9/21/2019,236,9/14/2019,"1,799","302,699",0.59,,,
Vermont,9/28/2019,249,9/21/2019,"1,820","302,699",0.6,,,
Vermont,10/5/2019,279,9/28/2019,"1,836","302,699",0.61,,,
Vermont,10/12/2019,308,10/5/2019,"1,830","303,175",0.6,,,
Vermont,10/19/2019,392,10/12/2019,"1,830","303,175",0.6,,,
Vermont,10/26/2019,369,10/19/2019,"1,975","303,175",0.65,,,
Vermont,11/2/2019,663,10/26/2019,"2,044","303,175",0.67,,,
Vermont,11/9/2019,636,11/2/2019,"2,372","303,175",0.78,,,
Vermont,11/16/2019,693,11/9/2019,"2,707","303,175",0.89,,,
Vermont,11/23/2019,621,11/16/2019,"3,092","303,175",1.02,,,
Vermont,11/30/2019,"1,124",11/23/2019,"2,976","303,175",0.98,,,
Vermont,12/7/2019,977,11/30/2019,"3,951","303,175",1.3,,,
Vermont,12/14/2019,539,12/7/2019,"3,569","303,175",1.18,,,
Vermont,12/21/2019,895,12/14/2019,"3,491","303,175",1.15,,,
Vermont,12/28/2019,"1,647",12/21/2019,"3,937","303,175",1.3,,,
Vermont,1/4/2020,680,12/28/2019,"5,417","303,175",1.79,,,
Vermont,1/11/2020,649,1/4/2020,"5,609","303,508",1.85,,,
Vermont,1/18/2020,755,1/11/2020,"4,961","303,508",1.63,,,
Vermont,1/25/2020,518,1/18/2020,"4,986","303,508",1.64,,,
Vermont,2/1/2020,481,1/25/2020,"5,006","303,508",1.65,,,
Vermont,2/8/2020,475,2/1/2020,"4,824","303,508",1.59,,,
Vermont,2/15/2020,543,2/8/2020,"4,931","303,508",1.62,,,
Vermont,2/22/2020,610,2/15/2020,"4,872","303,508",1.61,,,
Vermont,2/29/2020,863,2/22/2020,"5,039","303,508",1.66,,,
Vermont,3/7/2020,446,2/29/2020,"5,219","303,508",1.72,,,
Vermont,3/14/2020,659,3/7/2020,"4,896","303,508",1.61,,,
Vermont,3/21/2020,"3,784",3/14/2020,"4,810","303,508",1.58,,,
Vermont,3/28/2020,"14,633",3/21/2020,"13,797","303,508",4.55,,,
Vermont,4/4/2020,"16,474",3/28/2020,"21,953","303,508",7.23,,,
Vermont,4/11/2020,"9,662",4/4/2020,"31,204","303,379",10.29,,,
Vermont,4/18/2020,"6,598",4/11/2020,"64,313","303,379",21.2,,,
Vermont,4/25/2020,"5,117",4/18/2020,"76,457","303,379",25.2,,,
Vermont,5/2/2020,"3,875",4/25/2020,"60,535","303,379",19.95,,,
Vermont,5/9/2020,"2,913",5/2/2020,"57,040","303,379",18.8,,,
Vermont,5/16/2020,"2,199",5/9/2020,"55,103","303,379",18.16,,,
Vermont,5/23/2020,"1,552",5/16/2020,"50,285","303,379",16.57,,,
Vermont,5/30/2020,"1,465",5/23/2020,"46,316","303,379",15.27,,,
Vermont,6/6/2020,"1,650",5/30/2020,"45,207","303,379",14.9,,,
Vermont,6/13/2020,"1,859",6/6/2020,"43,338","303,379",14.29,,,
Vermont,6/20/2020,"1,389",6/13/2020,"42,681","303,379",14.07,,,
Vermont,6/27/2020,"2,163",6/20/2020,"42,420","303,379",13.98,,,
Vermont,7/4/2020,"1,876",6/27/2020,"39,089","303,379",12.88,,,
Vermont,7/11/2020,"1,830",7/4/2020,"38,335","303,295",12.64,,,
Vermont,7/18/2020,"1,637",7/11/2020,"38,405","303,295",12.66,,,
Vermont,7/25/2020,"1,519",7/18/2020,"37,797","303,295",12.46,,,
Vermont,8/1/2020,"1,260",7/25/2020,"35,847","303,295",11.82,,,
Vermont,8/8/2020,904,8/1/2020,"31,783","303,295",10.48,,,
Vermont,8/15/2020,723,8/8/2020,"29,962","303,295",9.88,,,
Vermont,8/22/2020,686,8/15/2020,"28,390","303,295",9.36,,,
Vermont,8/29/2020,749,8/22/2020,"26,970","303,295",8.89,,,
Vermont,9/5/2020,731,8/29/2020,"25,575","303,295",8.43,,,
Vermont,9/12/2020,612,9/5/2020,"23,961","303,295",7.9,,,
Vermont,9/19/2020,644,9/12/2020,"22,541","303,295",7.43,,,
Vermont,9/26/2020,601,9/19/2020,"20,616","303,295",6.8,,,
Vermont,10/3/2020,606,9/26/2020,"17,676","303,295",5.83,,,
Vermont,10/10/2020,543,10/3/2020,"15,460","302,674",5.11,,,
Vermont,10/17/2020,601,10/10/2020,"13,438","302,674",4.44,,,
Vermont,10/24/2020,706,10/17/2020,"12,535","302,674",4.14,,,
Vermont,10/31/2020,750,10/24/2020,"11,555","302,674",3.82,,,
Vermont,11/7/2020,805,10/31/2020,"11,209","302,674",3.7,,,
Vermont,11/14/2020,860,11/7/2020,"10,825","302,674",3.58,,,
Vermont,11/21/2020,"1,479",11/14/2020,"11,150","302,674",3.68,,,
Vermont,11/28/2020,"1,255",11/21/2020,"10,082","302,674",3.33,,,
Vermont,12/5/2020,"2,013",11/28/2020,"11,938","302,674",3.94,,,
Vermont,12/12/2020,"1,434",12/5/2020,"11,909","302,674",3.93,,,
Vermont,12/19/2020,"1,318",12/12/2020,"11,913","302,674",3.94,,,
Vermont,12/26/2020,"1,097",12/19/2020,"10,088","302,674",3.33,,,
Virgin Islands,1/5/2019,15,12/29/2018,506,"34,873",1.45,,,
Virgin Islands,1/12/2019,25,1/5/2019,506,"33,503",1.51,,,
Virgin Islands,1/19/2019,33,1/12/2019,624,"33,503",1.86,,,
Virgin Islands,1/26/2019,32,1/19/2019,448,"33,503",1.34,,,
Virgin Islands,2/2/2019,21,1/26/2019,642,"33,503",1.92,,,
Virgin Islands,2/9/2019,25,2/2/2019,586,"33,503",1.75,,,
Virgin Islands,2/16/2019,24,2/9/2019,630,"33,503",1.88,,,
Virgin Islands,2/23/2019,16,2/16/2019,508,"33,503",1.52,,,
Virgin Islands,3/2/2019,25,2/23/2019,652,"33,503",1.95,,,
Virgin Islands,3/9/2019,23,3/2/2019,440,"33,503",1.31,,,
Virgin Islands,3/16/2019,20,3/9/2019,546,"33,503",1.63,,,
Virgin Islands,3/23/2019,24,3/16/2019,426,"33,503",1.27,,,
Virgin Islands,3/30/2019,25,3/23/2019,596,"33,503",1.78,,,
Virgin Islands,4/6/2019,37,3/30/2019,364,"33,503",1.09,,,
Virgin Islands,4/13/2019,12,4/6/2019,536,"32,447",1.65,,,
Virgin Islands,4/20/2019,12,4/13/2019,118,"32,446",0.36,,,
Virgin Islands,4/27/2019,35,4/20/2019,678,"32,446",2.09,,,
Virgin Islands,5/4/2019,27,4/27/2019,270,"32,446",0.83,,,
Virgin Islands,5/11/2019,35,5/4/2019,400,"32,446",1.23,,,
Virgin Islands,5/18/2019,31,5/11/2019,368,"32,446",1.13,,,
Virgin Islands,5/25/2019,25,5/18/2019,472,"32,446",1.45,,,
Virgin Islands,6/1/2019,24,5/25/2019,330,"32,446",1.02,,,
Virgin Islands,6/8/2019,25,6/1/2019,376,"32,446",1.16,,,
Virgin Islands,6/15/2019,29,6/8/2019,408,"32,446",1.26,,,
Virgin Islands,6/22/2019,32,6/15/2019,410,"32,446",1.26,,,
Virgin Islands,6/29/2019,29,6/22/2019,376,"32,446",1.16,,,
Virgin Islands,7/6/2019,21,6/29/2019,348,"32,446",1.07,,,
Virgin Islands,7/13/2019,43,7/6/2019,464,"32,552",1.43,,,
Virgin Islands,7/20/2019,28,7/13/2019,426,"32,552",1.31,,,
Virgin Islands,7/27/2019,36,7/20/2019,496,"32,552",1.52,,,
Virgin Islands,8/3/2019,30,7/27/2019,386,"32,552",1.19,,,
Virgin Islands,8/10/2019,39,8/3/2019,456,"32,552",1.4,,,
Virgin Islands,8/17/2019,33,8/10/2019,474,"32,552",1.46,,,
Virgin Islands,8/24/2019,46,8/17/2019,428,"32,552",1.31,,,
Virgin Islands,8/31/2019,39,8/24/2019,452,"32,552",1.39,,,
Virgin Islands,9/7/2019,29,8/31/2019,458,"32,552",1.41,,,
Virgin Islands,9/14/2019,48,9/7/2019,450,"32,552",1.38,,,
Virgin Islands,9/21/2019,34,9/14/2019,472,"32,552",1.45,,,
Virgin Islands,9/28/2019,21,9/21/2019,474,"32,552",1.46,,,
Virgin Islands,10/5/2019,52,9/28/2019,486,"32,552",1.49,,,
Virgin Islands,10/12/2019,29,10/5/2019,436,"33,306",1.31,,,
Virgin Islands,10/19/2019,30,10/12/2019,492,"33,306",1.48,,,
Virgin Islands,10/26/2019,39,10/19/2019,482,"33,306",1.45,,,
Virgin Islands,11/2/2019,35,10/26/2019,458,"33,306",1.38,,,
Virgin Islands,11/9/2019,30,11/2/2019,520,"33,306",1.56,,,
Virgin Islands,11/16/2019,36,11/9/2019,434,"33,306",1.3,,,
Virgin Islands,11/23/2019,40,11/16/2019,474,"33,306",1.42,,,
Virgin Islands,11/30/2019,22,11/23/2019,362,"33,306",1.09,,,
Virgin Islands,12/7/2019,12,11/30/2019,238,"33,306",0.71,,,
Virgin Islands,12/14/2019,29,12/7/2019,128,"33,306",0.38,,,
Virgin Islands,12/21/2019,53,12/14/2019,678,"33,306",2.04,,,
Virgin Islands,12/28/2019,17,12/21/2019,226,"33,306",0.68,,,
Virgin Islands,1/4/2020,10,12/28/2019,468,"33,306",1.41,,,
Virgin Islands,1/11/2020,24,1/4/2020,534,"34,238",1.56,,,
Virgin Islands,1/18/2020,40,1/11/2020,562,"34,238",1.64,,,
Virgin Islands,1/25/2020,44,1/18/2020,552,"34,238",1.61,,,
Virgin Islands,2/1/2020,35,1/25/2020,516,"34,238",1.51,,,
Virgin Islands,2/8/2020,45,2/1/2020,522,"34,238",1.52,,,
Virgin Islands,2/15/2020,40,2/8/2020,508,"34,238",1.48,,,
Virgin Islands,2/22/2020,55,2/15/2020,508,"34,238",1.48,,,
Virgin Islands,2/29/2020,37,2/22/2020,562,"34,238",1.64,,,
Virgin Islands,3/7/2020,64,2/29/2020,586,"34,238",1.71,,,
Virgin Islands,3/14/2020,44,3/7/2020,592,"34,238",1.73,,,
Virgin Islands,3/21/2020,123,3/14/2020,584,"34,238",1.71,,,
Virgin Islands,3/28/2020,250,3/21/2020,512,"34,238",1.5,,,
Virgin Islands,4/4/2020,72,3/28/2020,658,"34,238",1.92,,,
Virgin Islands,4/11/2020,6,4/4/2020,776,"35,422",2.19,,,
Virgin Islands,4/18/2020,13,4/11/2020,"1,322","35,422",3.73,,,
Virgin Islands,4/25/2020,103,4/18/2020,"1,468","35,422",4.14,,,
Virgin Islands,5/2/2020,45,4/25/2020,"1,882","35,422",5.31,,,
Virgin Islands,5/9/2020,70,5/2/2020,"2,812","35,422",7.94,,,
Virgin Islands,5/16/2020,66,5/9/2020,"3,572","35,422",10.08,,,
Virgin Islands,5/23/2020,47,5/16/2020,"4,534","35,422",12.8,,,
Virgin Islands,5/30/2020,32,5/23/2020,"4,642","35,422",13.1,,,
Virgin Islands,6/6/2020,32,5/30/2020,"5,564","35,422",15.71,,,
Virgin Islands,6/13/2020,53,6/6/2020,"5,734","35,422",16.19,,,
Virgin Islands,6/20/2020,63,6/13/2020,"6,294","35,422",17.77,,,
Virgin Islands,6/27/2020,57,6/20/2020,"6,194","35,422",17.49,,,
Virgin Islands,7/4/2020,38,6/27/2020,"4,638","35,422",13.09,,,
Virgin Islands,7/11/2020,70,7/4/2020,"5,574","36,677",15.2,,,
Virgin Islands,7/18/2020,110,7/11/2020,"5,330","36,677",14.53,,,
Virgin Islands,7/25/2020,48,7/18/2020,"4,842","36,677",13.2,,,
Virgin Islands,8/1/2020,20,7/25/2020,"3,518","36,677",9.59,,,
Virgin Islands,8/8/2020,41,8/1/2020,"5,048","36,677",13.76,,,
Virgin Islands,8/15/2020,227,8/8/2020,"4,710","36,677",12.84,,,
Virgin Islands,8/22/2020,193,8/15/2020,"4,318","36,677",11.77,,,
Virgin Islands,8/29/2020,363,8/22/2020,"4,618","36,677",12.59,,,
Virgin Islands,9/5/2020,327,8/29/2020,"3,746","36,677",10.21,,,
Virgin Islands,9/12/2020,192,9/5/2020,"4,130","36,677",11.26,,,
Virgin Islands,9/19/2020,309,9/12/2020,"4,358","36,677",11.88,,,
Virgin Islands,9/26/2020,346,9/19/2020,"4,440","36,677",12.11,,,
Virgin Islands,10/3/2020,255,9/26/2020,"3,190","36,677",8.7,,,
Virgin Islands,10/10/2020,163,10/3/2020,"2,438","37,542",6.49,,,
Virgin Islands,10/17/2020,133,10/10/2020,"2,198","37,542",5.85,,,
Virgin Islands,10/24/2020,127,10/17/2020,"3,586","37,542",9.55,,,
Virgin Islands,10/31/2020,101,10/24/2020,"2,668","37,542",7.11,,,
Virgin Islands,11/7/2020,66,10/31/2020,"1,698","37,542",4.52,,,
Virgin Islands,11/14/2020,81,11/7/2020,"2,572","37,542",6.85,,,
Virgin Islands,11/21/2020,80,11/14/2020,"2,964","37,542",7.9,,,
Virgin Islands,11/28/2020,53,11/21/2020,"1,410","37,542",3.76,,,
Virgin Islands,12/5/2020,60,11/28/2020,"2,018","37,542",5.38,,,
Virgin Islands,12/12/2020,81,12/5/2020,"3,118","37,542",8.31,,,
Virgin Islands,12/19/2020,60,12/12/2020,"2,556","37,542",6.81,,,
Virgin Islands,12/26/2020,52,12/19/2020,"1,524","37,542",4.06,,,
Virginia,1/5/2019,"3,229",12/29/2018,"22,824","3,670,247",0.62,,,
Virginia,1/12/2019,"4,780",1/5/2019,"24,191","3,685,768",0.66,,,
Virginia,1/19/2019,"3,468",1/12/2019,"23,631","3,685,768",0.64,,,
Virginia,1/26/2019,"3,513",1/19/2019,"23,781","3,685,768",0.65,,,
Virginia,2/2/2019,"2,896",1/26/2019,"24,110","3,685,768",0.65,,,
Virginia,2/9/2019,"2,686",2/2/2019,"23,700","3,685,768",0.64,,,
